party_name,topic_label,confidence,excerpt
Ciudadanos,"Seguridad y justicia",0.62,"licos los proyectos normativos del gobierno iran acompanados de un informe de huella legislativa que recoja los tramites e identifique los grupos de interes que hayan intervenido en las distintas fases del proceso 4 una justicia independien"
Ciudadanos,Igualdad,0.62,"europea y ofrecer proteccion a todas las victimas combatiremos la intolerancia y los discursos de odio sobre todo a traves de las redes sociales siguiendo las recomendaciones de organismos internacionales en particular impulsaremos la igual"
Compromis,Energia,0.62,"la ciutadania 8 un turisme responsable i generador de riquesa i ocupacio a tot el territori 9 suport a la investigacio 1 sanitat medi ambient i territori 1 lluita contra el canvi climatic 2 canviar el model energetic 3 combatre les diverses"
Compromis,"Campo y mundo rural",0.62,"la investigacio 1 sanitat medi ambient i territori 1 lluita contra el canvi climatic 2 canviar el model energetic 3 combatre les diverses formes de contaminacio 5 residus 8 el mon rural 11 prevencio de danys ambientals i proteccio dels recu"
Compromis,Energia,0.62,"la ciutadania 8 un turisme responsable i generador de riquesa i ocupacio a tot el territori 9 suport a la investigacio 1 sanitat medi ambient i territori 1 lluita contra el canvi climatic 2 canviar el model energetic 3 combatre les diverses"
Compromis,"Campo y mundo rural",0.62,"la investigacio 1 sanitat medi ambient i territori 1 lluita contra el canvi climatic 2 canviar el model energetic 3 combatre les diverses formes de contaminacio 5 residus 8 el mon rural 11 prevencio de danys ambientals i proteccio dels recu"
Compromis,Energia,0.62,"la ciutadania 8 un turisme responsable i generador de riquesa i ocupacio a tot el territori 9 suport a la investigacio 1 sanitat medi ambient i territori 1 lluita contra el canvi climatic 2 canviar el model energetic 3 combatre les diverses"
Compromis,"Campo y mundo rural",0.62,"la investigacio 1 sanitat medi ambient i territori 1 lluita contra el canvi climatic 2 canviar el model energetic 3 combatre les diverses formes de contaminacio 5 residus 8 el mon rural 11 prevencio de danys ambientals i proteccio dels recu"
EQUO,"Seguridad y justicia",0.62,"iedra de la austeridad y que despliegue un ambicioso paquete de estimulos fiscales que empiece por proteger a las familias trabajadoras y acabe alcanzando un gran acuerdo que ponga en marcha una transicion ecologica con justicia social 1 ib"
EQUO,"Seguridad y justicia",0.62,"iedra de la austeridad y que despliegue un ambicioso paquete de estimulos fiscales que empiece por proteger a las familias trabajadoras y acabe alcanzando un gran acuerdo que ponga en marcha una transicion ecologica con justicia social 1 ib"
EQUO,"Seguridad y justicia",0.62,"iedra de la austeridad y que despliegue un ambicioso paquete de estimulos fiscales que empiece por proteger a las familias trabajadoras y acabe alcanzando un gran acuerdo que ponga en marcha una transicion ecologica con justicia social 1 ib"
"FORO Asturias",Empleo,0.62,"a los trabajadores desempleados 5 de igual modo reforzaremos las funciones de orientacion desempenadas por asociaciones y entidades sin animo de lucro que veran ampliadas sus competencias y asignaciones presupuestarias impulsaremos tambien "
"FORO Asturias",Empleo,0.62,"a los trabajadores desempleados 5 de igual modo reforzaremos las funciones de orientacion desempenadas por asociaciones y entidades sin animo de lucro que veran ampliadas sus competencias y asignaciones presupuestarias impulsaremos tambien "
"FORO Asturias",Sanidad,0.62,"o boton sos etc 11 reforzaremos las plantillas de acuerdo a la normativa vigente sobre contratacion para garantizar la cobertura asistencial adecuada en cada nivel con el objetivo de no sobrecargar a los trabajadores 12 impulsaremos la impl"
"FORO Asturias",Educacion,0.62,"onal y universidades publicas en asturias para la implantacion de un plan de becas que asegure un aprovechamiento de la experiencia laboral por parte del estudiante y que sea una via natural de acceso al primer empleo 3 impulsaremos el prog"
"FORO Asturias","Seguridad y justicia",0.62,"a base de los siguientes principios un servicio publico de calidad al servicio de los administrados una justicia profesional y altamente cualificada y una justicia tecnologicamente avanzada para ello desde foro asturias proponemos 1 elevar "
"FORO Asturias",Empleo,0.62,"a los trabajadores desempleados 5 de igual modo reforzaremos las funciones de orientacion desempenadas por asociaciones y entidades sin animo de lucro que veran ampliadas sus competencias y asignaciones presupuestarias impulsaremos tambien "
"FORO Asturias",Sanidad,0.62,"o boton sos etc 11 reforzaremos las plantillas de acuerdo a la normativa vigente sobre contratacion para garantizar la cobertura asistencial adecuada en cada nivel con el objetivo de no sobrecargar a los trabajadores 12 impulsaremos la impl"
"FORO Asturias",Educacion,0.62,"onal y universidades publicas en asturias para la implantacion de un plan de becas que asegure un aprovechamiento de la experiencia laboral por parte del estudiante y que sea una via natural de acceso al primer empleo 3 impulsaremos el prog"
"FORO Asturias","Seguridad y justicia",0.62,"a base de los siguientes principios un servicio publico de calidad al servicio de los administrados una justicia profesional y altamente cualificada y una justicia tecnologicamente avanzada para ello desde foro asturias proponemos 1 elevar "
"FORO Asturias",Empleo,0.62,"a los trabajadores desempleados 5 de igual modo reforzaremos las funciones de orientacion desempenadas por asociaciones y entidades sin animo de lucro que veran ampliadas sus competencias y asignaciones presupuestarias impulsaremos tambien "
"FORO Asturias",Sanidad,0.62,"o boton sos etc 11 reforzaremos las plantillas de acuerdo a la normativa vigente sobre contratacion para garantizar la cobertura asistencial adecuada en cada nivel con el objetivo de no sobrecargar a los trabajadores 12 impulsaremos la impl"
"FORO Asturias",Educacion,0.62,"onal y universidades publicas en asturias para la implantacion de un plan de becas que asegure un aprovechamiento de la experiencia laboral por parte del estudiante y que sea una via natural de acceso al primer empleo 3 impulsaremos el prog"
"FORO Asturias","Seguridad y justicia",0.62,"a base de los siguientes principios un servicio publico de calidad al servicio de los administrados una justicia profesional y altamente cualificada y una justicia tecnologicamente avanzada para ello desde foro asturias proponemos 1 elevar "
"FORO Asturias",Sanidad,0.62,"o boton sos etc 11 reforzaremos las plantillas de acuerdo a la normativa vigente sobre contratacion para garantizar la cobertura asistencial adecuada en cada nivel con el objetivo de no sobrecargar a los trabajadores 12 impulsaremos la impl"
"FORO Asturias",Educacion,0.62,"onal y universidades publicas en asturias para la implantacion de un plan de becas que asegure un aprovechamiento de la experiencia laboral por parte del estudiante y que sea una via natural de acceso al primer empleo 3 impulsaremos el prog"
"FORO Asturias","Coste de vida",0.62,"stas zonas tambien deben estar dotadas de redes de servicios adecuadas y a precios competitivos todos estos factores son decisivos para la localizacion de nuevas iniciativas empresariales capaces de atraer inversiones 4 promoveremos un nuev"
"FORO Asturias","Seguridad y justicia",0.62,"a base de los siguientes principios un servicio publico de calidad al servicio de los administrados una justicia profesional y altamente cualificada y una justicia tecnologicamente avanzada para ello desde foro asturias proponemos 1 elevar "
"FORO Asturias","Coste de vida",0.62,"stas zonas tambien deben estar dotadas de redes de servicios adecuadas y a precios competitivos todos estos factores son decisivos para la localizacion de nuevas iniciativas empresariales capaces de atraer inversiones 4 promoveremos un nuev"
"FORO Asturias","Coste de vida",0.62,"stas zonas tambien deben estar dotadas de redes de servicios adecuadas y a precios competitivos todos estos factores son decisivos para la localizacion de nuevas iniciativas empresariales capaces de atraer inversiones 4 promoveremos un nuev"
"FORO Asturias","Coste de vida",0.62,"stas zonas tambien deben estar dotadas de redes de servicios adecuadas y a precios competitivos todos estos factores son decisivos para la localizacion de nuevas iniciativas empresariales capaces de atraer inversiones 4 promoveremos un nuev"
SUMAR,Sanidad,0.62,"es de 18 anos que sera de 200 al mes en forma de una deduccion fiscal o de una prestacion que puedan percibir mensualmente todas las familias que cumplan esas condiciones ampliacion de la cartera de servicios sanitarios proponemos incorpora"
SUMAR,"Seguridad y justicia",0.62,"estaciones familiares son uno de los elementos mas debiles del estado del bienestar en espana como consecuencia de ello padecemos unos indices de pobreza infantil mucho mayores que los de otros paises de nuestro entorno proponemos unificar "
SUMAR,Sanidad,0.62,"es de 18 anos que sera de 200 al mes en forma de una deduccion fiscal o de una prestacion que puedan percibir mensualmente todas las familias que cumplan esas condiciones ampliacion de la cartera de servicios sanitarios proponemos incorpora"
SUMAR,"Seguridad y justicia",0.62,"estaciones familiares son uno de los elementos mas debiles del estado del bienestar en espana como consecuencia de ello padecemos unos indices de pobreza infantil mucho mayores que los de otros paises de nuestro entorno proponemos unificar "
SUMAR,Sanidad,0.62,"es de 18 anos que sera de 200 al mes en forma de una deduccion fiscal o de una prestacion que puedan percibir mensualmente todas las familias que cumplan esas condiciones ampliacion de la cartera de servicios sanitarios proponemos incorpora"
SUMAR,"Seguridad y justicia",0.62,"estaciones familiares son uno de los elementos mas debiles del estado del bienestar en espana como consecuencia de ello padecemos unos indices de pobreza infantil mucho mayores que los de otros paises de nuestro entorno proponemos unificar "
